sample_id,image_path,material_label,c1_label
minc_brick_1787,images/brick/brick_001787.jpg,brick,brick
minc_brick_0111,images/brick/brick_000111.jpg,brick,brick
minc_brick_1492,images/brick/brick_001492.jpg,brick,brick
minc_brick_1813,images/brick/brick_001813.jpg,brick,brick
minc_brick_2071,images/brick/brick_002071.jpg,brick,brick
minc_brick_1587,images/brick/brick_001587.jpg,brick,brick
minc_brick_0625,images/brick/brick_000625.jpg,brick,brick
minc_brick_1386,images/brick/brick_001386.jpg,brick,brick
minc_brick_1032,images/brick/brick_001032.jpg,brick,brick
minc_brick_0766,images/brick/brick_000766.jpg,brick,brick
minc_brick_1803,images/brick/brick_001803.jpg,brick,brick
minc_brick_1058,images/brick/brick_001058.jpg,brick,brick
minc_brick_1379,images/brick/brick_001379.jpg,brick,brick
minc_brick_1855,images/brick/brick_001855.jpg,brick,brick
minc_brick_0905,images/brick/brick_000905.jpg,brick,brick
minc_brick_1081,images/brick/brick_001081.jpg,brick,brick
minc_brick_0264,images/brick/brick_000264.jpg,brick,brick
minc_brick_2107,images/brick/brick_002107.jpg,brick,brick
minc_brick_2487,images/brick/brick_002487.jpg,brick,brick
minc_brick_1142,images/brick/brick_001142.jpg,brick,brick
minc_brick_0602,images/brick/brick_000602.jpg,brick,brick
minc_brick_0596,images/brick/brick_000596.jpg,brick,brick
minc_brick_0910,images/brick/brick_000910.jpg,brick,brick
minc_brick_1445,images/brick/brick_001445.jpg,brick,brick
minc_brick_2211,images/brick/brick_002211.jpg,brick,brick
minc_brick_0107,images/brick/brick_000107.jpg,brick,brick
minc_brick_1422,images/brick/brick_001422.jpg,brick,brick
minc_brick_0275,images/brick/brick_000275.jpg,brick,brick
minc_brick_0801,images/brick/brick_000801.jpg,brick,brick
minc_brick_0972,images/brick/brick_000972.jpg,brick,brick
minc_brick_0563,images/brick/brick_000563.jpg,brick,brick
minc_brick_0088,images/brick/brick_000088.jpg,brick,brick
minc_brick_2388,images/brick/brick_002388.jpg,brick,brick
minc_brick_2230,images/brick/brick_002230.jpg,brick,brick
minc_brick_2345,images/brick/brick_002345.jpg,brick,brick
minc_brick_1139,images/brick/brick_001139.jpg,brick,brick
minc_brick_1568,images/brick/brick_001568.jpg,brick,brick
minc_brick_1674,images/brick/brick_001674.jpg,brick,brick
minc_brick_1305,images/brick/brick_001305.jpg,brick,brick
minc_brick_1650,images/brick/brick_001650.jpg,brick,brick
minc_brick_2356,images/brick/brick_002356.jpg,brick,brick
minc_brick_2346,images/brick/brick_002346.jpg,brick,brick
minc_brick_0376,images/brick/brick_000376.jpg,brick,brick
minc_brick_0002,images/brick/brick_000002.jpg,brick,brick
minc_brick_0272,images/brick/brick_000272.jpg,brick,brick
minc_brick_0277,images/brick/brick_000277.jpg,brick,brick
minc_brick_0833,images/brick/brick_000833.jpg,brick,brick
minc_brick_1246,images/brick/brick_001246.jpg,brick,brick
minc_brick_1364,images/brick/brick_001364.jpg,brick,brick
minc_brick_1237,images/brick/brick_001237.jpg,brick,brick
minc_brick_1101,images/brick/brick_001101.jpg,brick,brick
minc_brick_2295,images/brick/brick_002295.jpg,brick,brick
minc_brick_2029,images/brick/brick_002029.jpg,brick,brick
minc_brick_0645,images/brick/brick_000645.jpg,brick,brick
minc_brick_1060,images/brick/brick_001060.jpg,brick,brick
minc_brick_0836,images/brick/brick_000836.jpg,brick,brick
minc_brick_1532,images/brick/brick_001532.jpg,brick,brick
minc_brick_0388,images/brick/brick_000388.jpg,brick,brick
minc_brick_1244,images/brick/brick_001244.jpg,brick,brick
minc_brick_0756,images/brick/brick_000756.jpg,brick,brick
minc_brick_1171,images/brick/brick_001171.jpg,brick,brick
minc_brick_1750,images/brick/brick_001750.jpg,brick,brick
minc_brick_0333,images/brick/brick_000333.jpg,brick,brick
minc_brick_0358,images/brick/brick_000358.jpg,brick,brick
minc_brick_1821,images/brick/brick_001821.jpg,brick,brick
minc_brick_1222,images/brick/brick_001222.jpg,brick,brick
minc_brick_0336,images/brick/brick_000336.jpg,brick,brick
minc_brick_2490,images/brick/brick_002490.jpg,brick,brick
minc_brick_1932,images/brick/brick_001932.jpg,brick,brick
minc_brick_1659,images/brick/brick_001659.jpg,brick,brick
minc_brick_0503,images/brick/brick_000503.jpg,brick,brick
minc_brick_1784,images/brick/brick_001784.jpg,brick,brick
minc_brick_1722,images/brick/brick_001722.jpg,brick,brick
minc_brick_1162,images/brick/brick_001162.jpg,brick,brick
minc_brick_0334,images/brick/brick_000334.jpg,brick,brick
minc_brick_0541,images/brick/brick_000541.jpg,brick,brick
minc_brick_1952,images/brick/brick_001952.jpg,brick,brick
minc_brick_0617,images/brick/brick_000617.jpg,brick,brick
minc_brick_2187,images/brick/brick_002187.jpg,brick,brick
minc_brick_2354,images/brick/brick_002354.jpg,brick,brick
minc_brick_0863,images/brick/brick_000863.jpg,brick,brick
minc_brick_2024,images/brick/brick_002024.jpg,brick,brick
minc_brick_0059,images/brick/brick_000059.jpg,brick,brick
minc_brick_2327,images/brick/brick_002327.jpg,brick,brick
minc_brick_1936,images/brick/brick_001936.jpg,brick,brick
minc_brick_1554,images/brick/brick_001554.jpg,brick,brick
minc_brick_0871,images/brick/brick_000871.jpg,brick,brick
minc_brick_1201,images/brick/brick_001201.jpg,brick,brick
minc_brick_2276,images/brick/brick_002276.jpg,brick,brick
minc_brick_2350,images/brick/brick_002350.jpg,brick,brick
minc_brick_0570,images/brick/brick_000570.jpg,brick,brick
minc_brick_0792,images/brick/brick_000792.jpg,brick,brick
minc_brick_1299,images/brick/brick_001299.jpg,brick,brick
minc_brick_0986,images/brick/brick_000986.jpg,brick,brick
minc_brick_0488,images/brick/brick_000488.jpg,brick,brick
minc_brick_1079,images/brick/brick_001079.jpg,brick,brick
minc_brick_0887,images/brick/brick_000887.jpg,brick,brick
minc_brick_1870,images/brick/brick_001870.jpg,brick,brick
minc_brick_0225,images/brick/brick_000225.jpg,brick,brick
minc_brick_1328,images/brick/brick_001328.jpg,brick,brick
minc_brick_1692,images/brick/brick_001692.jpg,brick,brick
minc_brick_0325,images/brick/brick_000325.jpg,brick,brick
minc_brick_1718,images/brick/brick_001718.jpg,brick,brick
minc_brick_0144,images/brick/brick_000144.jpg,brick,brick
minc_brick_1591,images/brick/brick_001591.jpg,brick,brick
minc_brick_1481,images/brick/brick_001481.jpg,brick,brick
minc_brick_0585,images/brick/brick_000585.jpg,brick,brick
minc_brick_1963,images/brick/brick_001963.jpg,brick,brick
minc_brick_1376,images/brick/brick_001376.jpg,brick,brick
minc_brick_1565,images/brick/brick_001565.jpg,brick,brick
minc_brick_0392,images/brick/brick_000392.jpg,brick,brick
minc_brick_0274,images/brick/brick_000274.jpg,brick,brick
minc_brick_1042,images/brick/brick_001042.jpg,brick,brick
minc_brick_1219,images/brick/brick_001219.jpg,brick,brick
minc_brick_2008,images/brick/brick_002008.jpg,brick,brick
minc_brick_0727,images/brick/brick_000727.jpg,brick,brick
minc_brick_1034,images/brick/brick_001034.jpg,brick,brick
minc_brick_1038,images/brick/brick_001038.jpg,brick,brick
minc_brick_1856,images/brick/brick_001856.jpg,brick,brick
minc_brick_0378,images/brick/brick_000378.jpg,brick,brick
minc_brick_0757,images/brick/brick_000757.jpg,brick,brick
minc_brick_1182,images/brick/brick_001182.jpg,brick,brick
minc_brick_2189,images/brick/brick_002189.jpg,brick,brick
minc_brick_0742,images/brick/brick_000742.jpg,brick,brick
minc_brick_1677,images/brick/brick_001677.jpg,brick,brick
minc_brick_2126,images/brick/brick_002126.jpg,brick,brick
minc_brick_1120,images/brick/brick_001120.jpg,brick,brick
minc_brick_0135,images/brick/brick_000135.jpg,brick,brick
minc_brick_1468,images/brick/brick_001468.jpg,brick,brick
minc_brick_1404,images/brick/brick_001404.jpg,brick,brick
minc_brick_0710,images/brick/brick_000710.jpg,brick,brick
minc_brick_1627,images/brick/brick_001627.jpg,brick,brick
minc_brick_1188,images/brick/brick_001188.jpg,brick,brick
minc_brick_0238,images/brick/brick_000238.jpg,brick,brick
minc_brick_0612,images/brick/brick_000612.jpg,brick,brick
minc_brick_0920,images/brick/brick_000920.jpg,brick,brick
minc_brick_1321,images/brick/brick_001321.jpg,brick,brick
minc_brick_1397,images/brick/brick_001397.jpg,brick,brick
minc_brick_1407,images/brick/brick_001407.jpg,brick,brick
minc_brick_0608,images/brick/brick_000608.jpg,brick,brick
minc_brick_1975,images/brick/brick_001975.jpg,brick,brick
minc_brick_0679,images/brick/brick_000679.jpg,brick,brick
minc_brick_1681,images/brick/brick_001681.jpg,brick,brick
minc_brick_1439,images/brick/brick_001439.jpg,brick,brick
minc_brick_1843,images/brick/brick_001843.jpg,brick,brick
minc_brick_1263,images/brick/brick_001263.jpg,brick,brick
minc_brick_1216,images/brick/brick_001216.jpg,brick,brick
minc_brick_1438,images/brick/brick_001438.jpg,brick,brick
minc_brick_1460,images/brick/brick_001460.jpg,brick,brick
minc_brick_0093,images/brick/brick_000093.jpg,brick,brick
minc_brick_1089,images/brick/brick_001089.jpg,brick,brick
minc_brick_1408,images/brick/brick_001408.jpg,brick,brick
minc_brick_1886,images/brick/brick_001886.jpg,brick,brick
minc_brick_2249,images/brick/brick_002249.jpg,brick,brick
minc_brick_0655,images/brick/brick_000655.jpg,brick,brick
minc_brick_0536,images/brick/brick_000536.jpg,brick,brick
minc_brick_0609,images/brick/brick_000609.jpg,brick,brick
minc_brick_1827,images/brick/brick_001827.jpg,brick,brick
minc_brick_1334,images/brick/brick_001334.jpg,brick,brick
minc_brick_1557,images/brick/brick_001557.jpg,brick,brick
minc_brick_0883,images/brick/brick_000883.jpg,brick,brick
minc_brick_1467,images/brick/brick_001467.jpg,brick,brick
minc_brick_2129,images/brick/brick_002129.jpg,brick,brick
minc_brick_1218,images/brick/brick_001218.jpg,brick,brick
minc_brick_0774,images/brick/brick_000774.jpg,brick,brick
minc_brick_0443,images/brick/brick_000443.jpg,brick,brick
minc_brick_2181,images/brick/brick_002181.jpg,brick,brick
minc_brick_1365,images/brick/brick_001365.jpg,brick,brick
minc_brick_2286,images/brick/brick_002286.jpg,brick,brick
minc_brick_1830,images/brick/brick_001830.jpg,brick,brick
minc_brick_0121,images/brick/brick_000121.jpg,brick,brick
minc_brick_2342,images/brick/brick_002342.jpg,brick,brick
minc_brick_1435,images/brick/brick_001435.jpg,brick,brick
minc_brick_1983,images/brick/brick_001983.jpg,brick,brick
minc_brick_2159,images/brick/brick_002159.jpg,brick,brick
minc_brick_1948,images/brick/brick_001948.jpg,brick,brick
minc_brick_1403,images/brick/brick_001403.jpg,brick,brick
minc_brick_2004,images/brick/brick_002004.jpg,brick,brick
minc_brick_1804,images/brick/brick_001804.jpg,brick,brick
minc_brick_1967,images/brick/brick_001967.jpg,brick,brick
minc_brick_0322,images/brick/brick_000322.jpg,brick,brick
minc_brick_0204,images/brick/brick_000204.jpg,brick,brick
minc_brick_1850,images/brick/brick_001850.jpg,brick,brick
minc_brick_1409,images/brick/brick_001409.jpg,brick,brick
minc_brick_0440,images/brick/brick_000440.jpg,brick,brick
minc_brick_1122,images/brick/brick_001122.jpg,brick,brick
minc_brick_0372,images/brick/brick_000372.jpg,brick,brick
minc_brick_1859,images/brick/brick_001859.jpg,brick,brick
minc_brick_1279,images/brick/brick_001279.jpg,brick,brick
minc_brick_1739,images/brick/brick_001739.jpg,brick,brick
minc_brick_2115,images/brick/brick_002115.jpg,brick,brick
minc_brick_1504,images/brick/brick_001504.jpg,brick,brick
minc_brick_0851,images/brick/brick_000851.jpg,brick,brick
minc_brick_1635,images/brick/brick_001635.jpg,brick,brick
minc_brick_1167,images/brick/brick_001167.jpg,brick,brick
minc_brick_1111,images/brick/brick_001111.jpg,brick,brick
minc_brick_0343,images/brick/brick_000343.jpg,brick,brick
minc_brick_0193,images/brick/brick_000193.jpg,brick,brick
minc_brick_1812,images/brick/brick_001812.jpg,brick,brick
minc_brick_1067,images/brick/brick_001067.jpg,brick,brick
minc_brick_1926,images/brick/brick_001926.jpg,brick,brick
minc_brick_2016,images/brick/brick_002016.jpg,brick,brick
minc_brick_1399,images/brick/brick_001399.jpg,brick,brick
minc_brick_1737,images/brick/brick_001737.jpg,brick,brick
minc_brick_2191,images/brick/brick_002191.jpg,brick,brick
minc_brick_2096,images/brick/brick_002096.jpg,brick,brick
minc_brick_0818,images/brick/brick_000818.jpg,brick,brick
minc_brick_2338,images/brick/brick_002338.jpg,brick,brick
minc_brick_2256,images/brick/brick_002256.jpg,brick,brick
minc_brick_0730,images/brick/brick_000730.jpg,brick,brick
minc_brick_0248,images/brick/brick_000248.jpg,brick,brick
minc_brick_0546,images/brick/brick_000546.jpg,brick,brick
minc_brick_0692,images/brick/brick_000692.jpg,brick,brick
minc_brick_1752,images/brick/brick_001752.jpg,brick,brick
minc_brick_1556,images/brick/brick_001556.jpg,brick,brick
minc_brick_0166,images/brick/brick_000166.jpg,brick,brick
minc_brick_1316,images/brick/brick_001316.jpg,brick,brick
minc_brick_1741,images/brick/brick_001741.jpg,brick,brick
minc_brick_1518,images/brick/brick_001518.jpg,brick,brick
minc_brick_1697,images/brick/brick_001697.jpg,brick,brick
minc_brick_1536,images/brick/brick_001536.jpg,brick,brick
minc_brick_0706,images/brick/brick_000706.jpg,brick,brick
minc_brick_1371,images/brick/brick_001371.jpg,brick,brick
minc_brick_0820,images/brick/brick_000820.jpg,brick,brick
minc_brick_2473,images/brick/brick_002473.jpg,brick,brick
minc_brick_0395,images/brick/brick_000395.jpg,brick,brick
minc_brick_1997,images/brick/brick_001997.jpg,brick,brick
minc_brick_0246,images/brick/brick_000246.jpg,brick,brick
minc_brick_1939,images/brick/brick_001939.jpg,brick,brick
minc_brick_2245,images/brick/brick_002245.jpg,brick,brick
minc_brick_2038,images/brick/brick_002038.jpg,brick,brick
minc_brick_0484,images/brick/brick_000484.jpg,brick,brick
minc_brick_2404,images/brick/brick_002404.jpg,brick,brick
minc_brick_2014,images/brick/brick_002014.jpg,brick,brick
minc_brick_0574,images/brick/brick_000574.jpg,brick,brick
minc_brick_1648,images/brick/brick_001648.jpg,brick,brick
minc_brick_1343,images/brick/brick_001343.jpg,brick,brick
minc_brick_0231,images/brick/brick_000231.jpg,brick,brick
minc_brick_1452,images/brick/brick_001452.jpg,brick,brick
minc_brick_2472,images/brick/brick_002472.jpg,brick,brick
minc_brick_0610,images/brick/brick_000610.jpg,brick,brick
minc_brick_0033,images/brick/brick_000033.jpg,brick,brick
minc_brick_0446,images/brick/brick_000446.jpg,brick,brick
minc_brick_2058,images/brick/brick_002058.jpg,brick,brick
minc_brick_1877,images/brick/brick_001877.jpg,brick,brick
minc_brick_1068,images/brick/brick_001068.jpg,brick,brick
minc_brick_2049,images/brick/brick_002049.jpg,brick,brick
minc_brick_2140,images/brick/brick_002140.jpg,brick,brick
minc_brick_1541,images/brick/brick_001541.jpg,brick,brick
minc_brick_1411,images/brick/brick_001411.jpg,brick,brick
minc_brick_0738,images/brick/brick_000738.jpg,brick,brick
minc_brick_1549,images/brick/brick_001549.jpg,brick,brick
minc_brick_0023,images/brick/brick_000023.jpg,brick,brick
minc_brick_0644,images/brick/brick_000644.jpg,brick,brick
minc_brick_1441,images/brick/brick_001441.jpg,brick,brick
minc_brick_0516,images/brick/brick_000516.jpg,brick,brick
minc_brick_0675,images/brick/brick_000675.jpg,brick,brick
minc_brick_0017,images/brick/brick_000017.jpg,brick,brick
minc_brick_2269,images/brick/brick_002269.jpg,brick,brick
minc_brick_0987,images/brick/brick_000987.jpg,brick,brick
minc_brick_0841,images/brick/brick_000841.jpg,brick,brick
minc_brick_2304,images/brick/brick_002304.jpg,brick,brick
minc_brick_0903,images/brick/brick_000903.jpg,brick,brick
minc_brick_2429,images/brick/brick_002429.jpg,brick,brick
minc_brick_1899,images/brick/brick_001899.jpg,brick,brick
minc_brick_0947,images/brick/brick_000947.jpg,brick,brick
minc_brick_0586,images/brick/brick_000586.jpg,brick,brick
minc_brick_1281,images/brick/brick_001281.jpg,brick,brick
minc_brick_0242,images/brick/brick_000242.jpg,brick,brick
minc_brick_1278,images/brick/brick_001278.jpg,brick,brick
minc_brick_1706,images/brick/brick_001706.jpg,brick,brick
minc_brick_2393,images/brick/brick_002393.jpg,brick,brick
minc_brick_0745,images/brick/brick_000745.jpg,brick,brick
minc_brick_2028,images/brick/brick_002028.jpg,brick,brick
minc_brick_0164,images/brick/brick_000164.jpg,brick,brick
minc_brick_1645,images/brick/brick_001645.jpg,brick,brick
minc_brick_0315,images/brick/brick_000315.jpg,brick,brick
minc_brick_0174,images/brick/brick_000174.jpg,brick,brick
minc_brick_1258,images/brick/brick_001258.jpg,brick,brick
minc_brick_1469,images/brick/brick_001469.jpg,brick,brick
minc_brick_1768,images/brick/brick_001768.jpg,brick,brick
minc_brick_0787,images/brick/brick_000787.jpg,brick,brick
minc_brick_2061,images/brick/brick_002061.jpg,brick,brick
minc_brick_0720,images/brick/brick_000720.jpg,brick,brick
minc_brick_0105,images/brick/brick_000105.jpg,brick,brick
minc_brick_1522,images/brick/brick_001522.jpg,brick,brick
minc_brick_2177,images/brick/brick_002177.jpg,brick,brick
minc_brick_2489,images/brick/brick_002489.jpg,brick,brick
minc_brick_0263,images/brick/brick_000263.jpg,brick,brick
minc_brick_1642,images/brick/brick_001642.jpg,brick,brick
minc_brick_1639,images/brick/brick_001639.jpg,brick,brick
minc_brick_1490,images/brick/brick_001490.jpg,brick,brick
minc_brick_1771,images/brick/brick_001771.jpg,brick,brick
minc_brick_0950,images/brick/brick_000950.jpg,brick,brick
minc_brick_0294,images/brick/brick_000294.jpg,brick,brick
minc_brick_2492,images/brick/brick_002492.jpg,brick,brick
minc_brick_2141,images/brick/brick_002141.jpg,brick,brick
minc_brick_0577,images/brick/brick_000577.jpg,brick,brick
minc_brick_2144,images/brick/brick_002144.jpg,brick,brick
minc_brick_2313,images/brick/brick_002313.jpg,brick,brick
minc_brick_1782,images/brick/brick_001782.jpg,brick,brick
minc_brick_0103,images/brick/brick_000103.jpg,brick,brick
minc_brick_2398,images/brick/brick_002398.jpg,brick,brick
minc_brick_0450,images/brick/brick_000450.jpg,brick,brick
minc_brick_1395,images/brick/brick_001395.jpg,brick,brick
minc_brick_1319,images/brick/brick_001319.jpg,brick,brick
minc_brick_0923,images/brick/brick_000923.jpg,brick,brick
minc_brick_2204,images/brick/brick_002204.jpg,brick,brick
minc_brick_1879,images/brick/brick_001879.jpg,brick,brick
minc_brick_1250,images/brick/brick_001250.jpg,brick,brick
minc_brick_1999,images/brick/brick_001999.jpg,brick,brick
minc_brick_0230,images/brick/brick_000230.jpg,brick,brick
minc_brick_1178,images/brick/brick_001178.jpg,brick,brick
minc_brick_1579,images/brick/brick_001579.jpg,brick,brick
minc_brick_0676,images/brick/brick_000676.jpg,brick,brick
minc_brick_2493,images/brick/brick_002493.jpg,brick,brick
minc_brick_1889,images/brick/brick_001889.jpg,brick,brick
minc_brick_1078,images/brick/brick_001078.jpg,brick,brick
minc_brick_1470,images/brick/brick_001470.jpg,brick,brick
minc_brick_0919,images/brick/brick_000919.jpg,brick,brick
minc_brick_1374,images/brick/brick_001374.jpg,brick,brick
minc_brick_0475,images/brick/brick_000475.jpg,brick,brick
minc_brick_2220,images/brick/brick_002220.jpg,brick,brick
minc_brick_2001,images/brick/brick_002001.jpg,brick,brick
minc_brick_0895,images/brick/brick_000895.jpg,brick,brick
minc_brick_0564,images/brick/brick_000564.jpg,brick,brick
minc_brick_0352,images/brick/brick_000352.jpg,brick,brick
minc_brick_0671,images/brick/brick_000671.jpg,brick,brick
minc_brick_2246,images/brick/brick_002246.jpg,brick,brick
minc_brick_1945,images/brick/brick_001945.jpg,brick,brick
minc_brick_0875,images/brick/brick_000875.jpg,brick,brick
minc_brick_2410,images/brick/brick_002410.jpg,brick,brick
minc_brick_1451,images/brick/brick_001451.jpg,brick,brick
minc_brick_2379,images/brick/brick_002379.jpg,brick,brick
minc_brick_0978,images/brick/brick_000978.jpg,brick,brick
minc_brick_0243,images/brick/brick_000243.jpg,brick,brick
minc_brick_0723,images/brick/brick_000723.jpg,brick,brick
minc_brick_1173,images/brick/brick_001173.jpg,brick,brick
minc_brick_0245,images/brick/brick_000245.jpg,brick,brick
minc_brick_2281,images/brick/brick_002281.jpg,brick,brick
minc_brick_1643,images/brick/brick_001643.jpg,brick,brick
minc_brick_0116,images/brick/brick_000116.jpg,brick,brick
minc_brick_1704,images/brick/brick_001704.jpg,brick,brick
minc_brick_0743,images/brick/brick_000743.jpg,brick,brick
minc_brick_1582,images/brick/brick_001582.jpg,brick,brick
minc_brick_0968,images/brick/brick_000968.jpg,brick,brick
minc_brick_1598,images/brick/brick_001598.jpg,brick,brick
minc_brick_0600,images/brick/brick_000600.jpg,brick,brick
minc_brick_1051,images/brick/brick_001051.jpg,brick,brick
minc_brick_2047,images/brick/brick_002047.jpg,brick,brick
minc_brick_1104,images/brick/brick_001104.jpg,brick,brick
minc_brick_0648,images/brick/brick_000648.jpg,brick,brick
minc_brick_0453,images/brick/brick_000453.jpg,brick,brick
minc_brick_1925,images/brick/brick_001925.jpg,brick,brick
minc_brick_2063,images/brick/brick_002063.jpg,brick,brick
minc_brick_1312,images/brick/brick_001312.jpg,brick,brick
minc_brick_0293,images/brick/brick_000293.jpg,brick,brick
minc_brick_0870,images/brick/brick_000870.jpg,brick,brick
minc_brick_0900,images/brick/brick_000900.jpg,brick,brick
minc_brick_0398,images/brick/brick_000398.jpg,brick,brick
minc_brick_0859,images/brick/brick_000859.jpg,brick,brick
minc_brick_0297,images/brick/brick_000297.jpg,brick,brick
minc_brick_0114,images/brick/brick_000114.jpg,brick,brick
minc_brick_1913,images/brick/brick_001913.jpg,brick,brick
minc_brick_0550,images/brick/brick_000550.jpg,brick,brick
