sample_id,image_path,label_path,material_label
multicap-2024-06-20_16-25-38-000000,matador/texture_img/multicap-2024-06-20_16-25-38-000000.tiff,matador/label/multicap-2024-06-20_16-25-38-000000.txt,grass
multicap-2024-06-20_16-26-09-000000,matador/texture_img/multicap-2024-06-20_16-26-09-000000.tiff,matador/label/multicap-2024-06-20_16-26-09-000000.txt,dirt
multicap-2024-06-20_16-26-35-000000,matador/texture_img/multicap-2024-06-20_16-26-35-000000.tiff,matador/label/multicap-2024-06-20_16-26-35-000000.txt,cement
multicap-2024-06-20_16-26-51-000000,matador/texture_img/multicap-2024-06-20_16-26-51-000000.tiff,matador/label/multicap-2024-06-20_16-26-51-000000.txt,grass
multicap-2024-06-20_16-26-54-000000,matador/texture_img/multicap-2024-06-20_16-26-54-000000.tiff,matador/label/multicap-2024-06-20_16-26-54-000000.txt,brick
multicap-2024-06-20_16-28-06-000000,matador/texture_img/multicap-2024-06-20_16-28-06-000000.tiff,matador/label/multicap-2024-06-20_16-28-06-000000.txt,brick
multicap-2024-06-20_16-28-38-000000,matador/texture_img/multicap-2024-06-20_16-28-38-000000.tiff,matador/label/multicap-2024-06-20_16-28-38-000000.txt,cement
multicap-2024-06-20_16-28-46-000000,matador/texture_img/multicap-2024-06-20_16-28-46-000000.tiff,matador/label/multicap-2024-06-20_16-28-46-000000.txt,steel
multicap-2024-06-20_16-29-13-000000,matador/texture_img/multicap-2024-06-20_16-29-13-000000.tiff,matador/label/multicap-2024-06-20_16-29-13-000000.txt,granite
multicap-2024-06-20_16-29-17-000000,matador/texture_img/multicap-2024-06-20_16-29-17-000000.tiff,matador/label/multicap-2024-06-20_16-29-17-000000.txt,granite
multicap-2024-06-20_16-29-39-000000,matador/texture_img/multicap-2024-06-20_16-29-39-000000.tiff,matador/label/multicap-2024-06-20_16-29-39-000000.txt,aluminum
multicap-2024-06-20_16-29-44-000000,matador/texture_img/multicap-2024-06-20_16-29-44-000000.tiff,matador/label/multicap-2024-06-20_16-29-44-000000.txt,grass
multicap-2024-06-20_16-29-59-000000,matador/texture_img/multicap-2024-06-20_16-29-59-000000.tiff,matador/label/multicap-2024-06-20_16-29-59-000000.txt,cement
multicap-2024-06-20_16-30-39-000000,matador/texture_img/multicap-2024-06-20_16-30-39-000000.tiff,matador/label/multicap-2024-06-20_16-30-39-000000.txt,steel
multicap-2024-06-20_16-31-04-000000,matador/texture_img/multicap-2024-06-20_16-31-04-000000.tiff,matador/label/multicap-2024-06-20_16-31-04-000000.txt,grass
multicap-2024-06-20_16-31-29-000000,matador/texture_img/multicap-2024-06-20_16-31-29-000000.tiff,matador/label/multicap-2024-06-20_16-31-29-000000.txt,granite
multicap-2024-06-20_16-32-09-000000,matador/texture_img/multicap-2024-06-20_16-32-09-000000.tiff,matador/label/multicap-2024-06-20_16-32-09-000000.txt,foliage
multicap-2024-06-20_16-32-15-000000,matador/texture_img/multicap-2024-06-20_16-32-15-000000.tiff,matador/label/multicap-2024-06-20_16-32-15-000000.txt,brick
multicap-2024-06-20_16-32-38-000000,matador/texture_img/multicap-2024-06-20_16-32-38-000000.tiff,matador/label/multicap-2024-06-20_16-32-38-000000.txt,thermoplastic
multicap-2024-06-20_16-32-52-000000,matador/texture_img/multicap-2024-06-20_16-32-52-000000.tiff,matador/label/multicap-2024-06-20_16-32-52-000000.txt,brick
multicap-2024-06-20_16-33-00-000000,matador/texture_img/multicap-2024-06-20_16-33-00-000000.tiff,matador/label/multicap-2024-06-20_16-33-00-000000.txt,tree_bark
multicap-2024-06-20_16-33-43-000000,matador/texture_img/multicap-2024-06-20_16-33-43-000000.tiff,matador/label/multicap-2024-06-20_16-33-43-000000.txt,concrete
multicap-2024-06-20_16-34-05-000000,matador/texture_img/multicap-2024-06-20_16-34-05-000000.tiff,matador/label/multicap-2024-06-20_16-34-05-000000.txt,carpet
multicap-2024-06-20_16-34-15-000000,matador/texture_img/multicap-2024-06-20_16-34-15-000000.tiff,matador/label/multicap-2024-06-20_16-34-15-000000.txt,cement
multicap-2024-06-20_16-34-32-000000,matador/texture_img/multicap-2024-06-20_16-34-32-000000.tiff,matador/label/multicap-2024-06-20_16-34-32-000000.txt,grass
multicap-2024-06-20_16-34-55-000000,matador/texture_img/multicap-2024-06-20_16-34-55-000000.tiff,matador/label/multicap-2024-06-20_16-34-55-000000.txt,tree_bark
multicap-2024-06-20_16-34-58-000000,matador/texture_img/multicap-2024-06-20_16-34-58-000000.tiff,matador/label/multicap-2024-06-20_16-34-58-000000.txt,soil
multicap-2024-06-20_16-35-40-000000,matador/texture_img/multicap-2024-06-20_16-35-40-000000.tiff,matador/label/multicap-2024-06-20_16-35-40-000000.txt,tree_bark
multicap-2024-06-20_16-35-43-000000,matador/texture_img/multicap-2024-06-20_16-35-43-000000.tiff,matador/label/multicap-2024-06-20_16-35-43-000000.txt,shrub
multicap-2024-06-20_16-36-06-000000,matador/texture_img/multicap-2024-06-20_16-36-06-000000.tiff,matador/label/multicap-2024-06-20_16-36-06-000000.txt,dirt
multicap-2024-06-20_16-36-32-000000,matador/texture_img/multicap-2024-06-20_16-36-32-000000.tiff,matador/label/multicap-2024-06-20_16-36-32-000000.txt,brick
multicap-2024-06-20_16-36-55-000000,matador/texture_img/multicap-2024-06-20_16-36-55-000000.tiff,matador/label/multicap-2024-06-20_16-36-55-000000.txt,concrete
multicap-2024-06-20_16-36-56-000000,matador/texture_img/multicap-2024-06-20_16-36-56-000000.tiff,matador/label/multicap-2024-06-20_16-36-56-000000.txt,paint
multicap-2024-06-20_16-37-39-000000,matador/texture_img/multicap-2024-06-20_16-37-39-000000.tiff,matador/label/multicap-2024-06-20_16-37-39-000000.txt,nylon
multicap-2024-06-20_16-37-48-000000,matador/texture_img/multicap-2024-06-20_16-37-48-000000.tiff,matador/label/multicap-2024-06-20_16-37-48-000000.txt,concrete
multicap-2024-06-20_16-38-35-000000,matador/texture_img/multicap-2024-06-20_16-38-35-000000.tiff,matador/label/multicap-2024-06-20_16-38-35-000000.txt,tree_bark
multicap-2024-06-20_16-38-40-000000,matador/texture_img/multicap-2024-06-20_16-38-40-000000.tiff,matador/label/multicap-2024-06-20_16-38-40-000000.txt,concrete
multicap-2024-06-20_16-39-06-000000,matador/texture_img/multicap-2024-06-20_16-39-06-000000.tiff,matador/label/multicap-2024-06-20_16-39-06-000000.txt,brick
multicap-2024-06-20_16-39-52-000000,matador/texture_img/multicap-2024-06-20_16-39-52-000000.tiff,matador/label/multicap-2024-06-20_16-39-52-000000.txt,bronze
multicap-2024-06-20_16-40-35-000000,matador/texture_img/multicap-2024-06-20_16-40-35-000000.tiff,matador/label/multicap-2024-06-20_16-40-35-000000.txt,cement
multicap-2024-06-20_16-40-40-000000,matador/texture_img/multicap-2024-06-20_16-40-40-000000.tiff,matador/label/multicap-2024-06-20_16-40-40-000000.txt,tree_bark
multicap-2024-06-20_16-41-18-000000,matador/texture_img/multicap-2024-06-20_16-41-18-000000.tiff,matador/label/multicap-2024-06-20_16-41-18-000000.txt,bronze
multicap-2024-06-20_16-41-43-000000,matador/texture_img/multicap-2024-06-20_16-41-43-000000.tiff,matador/label/multicap-2024-06-20_16-41-43-000000.txt,bronze
multicap-2024-06-20_16-42-21-000000,matador/texture_img/multicap-2024-06-20_16-42-21-000000.tiff,matador/label/multicap-2024-06-20_16-42-21-000000.txt,tree_bark
multicap-2024-06-20_16-42-38-000000,matador/texture_img/multicap-2024-06-20_16-42-38-000000.tiff,matador/label/multicap-2024-06-20_16-42-38-000000.txt,cement
multicap-2024-06-20_16-43-28-000000,matador/texture_img/multicap-2024-06-20_16-43-28-000000.tiff,matador/label/multicap-2024-06-20_16-43-28-000000.txt,granite
multicap-2024-06-20_16-43-41-000000,matador/texture_img/multicap-2024-06-20_16-43-41-000000.tiff,matador/label/multicap-2024-06-20_16-43-41-000000.txt,concrete
multicap-2024-06-20_16-44-07-000000,matador/texture_img/multicap-2024-06-20_16-44-07-000000.tiff,matador/label/multicap-2024-06-20_16-44-07-000000.txt,grass
multicap-2024-06-20_16-44-24-000000,matador/texture_img/multicap-2024-06-20_16-44-24-000000.tiff,matador/label/multicap-2024-06-20_16-44-24-000000.txt,grass
multicap-2024-06-20_16-44-49-000000,matador/texture_img/multicap-2024-06-20_16-44-49-000000.tiff,matador/label/multicap-2024-06-20_16-44-49-000000.txt,tree_bark
multicap-2024-06-20_16-45-08-000000,matador/texture_img/multicap-2024-06-20_16-45-08-000000.tiff,matador/label/multicap-2024-06-20_16-45-08-000000.txt,soil
multicap-2024-06-20_16-45-09-000000,matador/texture_img/multicap-2024-06-20_16-45-09-000000.tiff,matador/label/multicap-2024-06-20_16-45-09-000000.txt,brick
multicap-2024-06-20_16-45-42-000000,matador/texture_img/multicap-2024-06-20_16-45-42-000000.tiff,matador/label/multicap-2024-06-20_16-45-42-000000.txt,cement
multicap-2024-06-20_16-45-48-000000,matador/texture_img/multicap-2024-06-20_16-45-48-000000.tiff,matador/label/multicap-2024-06-20_16-45-48-000000.txt,granite
multicap-2024-06-20_16-46-38-000000,matador/texture_img/multicap-2024-06-20_16-46-38-000000.tiff,matador/label/multicap-2024-06-20_16-46-38-000000.txt,concrete
multicap-2024-06-20_16-47-00-000000,matador/texture_img/multicap-2024-06-20_16-47-00-000000.tiff,matador/label/multicap-2024-06-20_16-47-00-000000.txt,cement
multicap-2024-06-20_16-47-43-000000,matador/texture_img/multicap-2024-06-20_16-47-43-000000.tiff,matador/label/multicap-2024-06-20_16-47-43-000000.txt,concrete
multicap-2024-06-20_16-47-59-000000,matador/texture_img/multicap-2024-06-20_16-47-59-000000.tiff,matador/label/multicap-2024-06-20_16-47-59-000000.txt,concrete
multicap-2024-06-20_16-48-11-000000,matador/texture_img/multicap-2024-06-20_16-48-11-000000.tiff,matador/label/multicap-2024-06-20_16-48-11-000000.txt,paint
multicap-2024-06-20_16-49-41-000000,matador/texture_img/multicap-2024-06-20_16-49-41-000000.tiff,matador/label/multicap-2024-06-20_16-49-41-000000.txt,brick
multicap-2024-06-20_16-49-59-000000,matador/texture_img/multicap-2024-06-20_16-49-59-000000.tiff,matador/label/multicap-2024-06-20_16-49-59-000000.txt,brick
multicap-2024-06-20_16-50-27-000000,matador/texture_img/multicap-2024-06-20_16-50-27-000000.tiff,matador/label/multicap-2024-06-20_16-50-27-000000.txt,brick
multicap-2024-06-20_16-50-57-000000,matador/texture_img/multicap-2024-06-20_16-50-57-000000.tiff,matador/label/multicap-2024-06-20_16-50-57-000000.txt,timber
multicap-2024-06-20_16-51-11-000000,matador/texture_img/multicap-2024-06-20_16-51-11-000000.tiff,matador/label/multicap-2024-06-20_16-51-11-000000.txt,brass
multicap-2024-06-20_16-51-35-000000,matador/texture_img/multicap-2024-06-20_16-51-35-000000.tiff,matador/label/multicap-2024-06-20_16-51-35-000000.txt,foliage
multicap-2024-06-20_16-51-51-000000,matador/texture_img/multicap-2024-06-20_16-51-51-000000.tiff,matador/label/multicap-2024-06-20_16-51-51-000000.txt,thermoplastic
multicap-2024-06-20_16-52-50-000000,matador/texture_img/multicap-2024-06-20_16-52-50-000000.tiff,matador/label/multicap-2024-06-20_16-52-50-000000.txt,shrub
multicap-2024-06-20_16-53-03-000000,matador/texture_img/multicap-2024-06-20_16-53-03-000000.tiff,matador/label/multicap-2024-06-20_16-53-03-000000.txt,foliage
multicap-2024-06-20_16-53-19-000000,matador/texture_img/multicap-2024-06-20_16-53-19-000000.tiff,matador/label/multicap-2024-06-20_16-53-19-000000.txt,thermoplastic
multicap-2024-06-20_16-53-40-000000,matador/texture_img/multicap-2024-06-20_16-53-40-000000.tiff,matador/label/multicap-2024-06-20_16-53-40-000000.txt,foliage
multicap-2024-06-20_16-54-00-000000,matador/texture_img/multicap-2024-06-20_16-54-00-000000.tiff,matador/label/multicap-2024-06-20_16-54-00-000000.txt,paint
multicap-2024-06-20_16-54-17-000000,matador/texture_img/multicap-2024-06-20_16-54-17-000000.tiff,matador/label/multicap-2024-06-20_16-54-17-000000.txt,brick
multicap-2024-06-20_16-54-32-000000,matador/texture_img/multicap-2024-06-20_16-54-32-000000.tiff,matador/label/multicap-2024-06-20_16-54-32-000000.txt,timber
multicap-2024-06-20_16-54-35-000000,matador/texture_img/multicap-2024-06-20_16-54-35-000000.tiff,matador/label/multicap-2024-06-20_16-54-35-000000.txt,concrete
multicap-2024-06-20_16-55-24-000000,matador/texture_img/multicap-2024-06-20_16-55-24-000000.tiff,matador/label/multicap-2024-06-20_16-55-24-000000.txt,brick
multicap-2024-06-20_16-55-28-000000,matador/texture_img/multicap-2024-06-20_16-55-28-000000.tiff,matador/label/multicap-2024-06-20_16-55-28-000000.txt,paint
multicap-2024-06-20_16-55-41-000000,matador/texture_img/multicap-2024-06-20_16-55-41-000000.tiff,matador/label/multicap-2024-06-20_16-55-41-000000.txt,copper
multicap-2024-06-20_16-56-17-000000,matador/texture_img/multicap-2024-06-20_16-56-17-000000.tiff,matador/label/multicap-2024-06-20_16-56-17-000000.txt,brick
multicap-2024-06-20_16-56-35-000000,matador/texture_img/multicap-2024-06-20_16-56-35-000000.tiff,matador/label/multicap-2024-06-20_16-56-35-000000.txt,timber
multicap-2024-06-20_16-57-01-000000,matador/texture_img/multicap-2024-06-20_16-57-01-000000.tiff,matador/label/multicap-2024-06-20_16-57-01-000000.txt,foliage
multicap-2024-06-20_16-57-08-000000,matador/texture_img/multicap-2024-06-20_16-57-08-000000.tiff,matador/label/multicap-2024-06-20_16-57-08-000000.txt,foliage
multicap-2024-06-20_16-57-37-000000,matador/texture_img/multicap-2024-06-20_16-57-37-000000.tiff,matador/label/multicap-2024-06-20_16-57-37-000000.txt,foliage
multicap-2024-06-20_16-58-00-000000,matador/texture_img/multicap-2024-06-20_16-58-00-000000.tiff,matador/label/multicap-2024-06-20_16-58-00-000000.txt,thermoplastic
multicap-2024-06-20_16-58-57-000000,matador/texture_img/multicap-2024-06-20_16-58-57-000000.tiff,matador/label/multicap-2024-06-20_16-58-57-000000.txt,concrete
multicap-2024-06-20_16-59-05-000000,matador/texture_img/multicap-2024-06-20_16-59-05-000000.tiff,matador/label/multicap-2024-06-20_16-59-05-000000.txt,paint
multicap-2024-06-20_17-00-41-000000,matador/texture_img/multicap-2024-06-20_17-00-41-000000.tiff,matador/label/multicap-2024-06-20_17-00-41-000000.txt,shrub
multicap-2024-06-20_17-00-51-000000,matador/texture_img/multicap-2024-06-20_17-00-51-000000.tiff,matador/label/multicap-2024-06-20_17-00-51-000000.txt,granite
multicap-2024-06-20_17-01-20-000000,matador/texture_img/multicap-2024-06-20_17-01-20-000000.tiff,matador/label/multicap-2024-06-20_17-01-20-000000.txt,timber
multicap-2024-06-20_17-01-33-000000,matador/texture_img/multicap-2024-06-20_17-01-33-000000.tiff,matador/label/multicap-2024-06-20_17-01-33-000000.txt,tree_bark
multicap-2024-06-20_17-02-02-000000,matador/texture_img/multicap-2024-06-20_17-02-02-000000.tiff,matador/label/multicap-2024-06-20_17-02-02-000000.txt,soil
multicap-2024-06-20_17-02-23-000000,matador/texture_img/multicap-2024-06-20_17-02-23-000000.tiff,matador/label/multicap-2024-06-20_17-02-23-000000.txt,paint
multicap-2024-06-20_17-02-50-000000,matador/texture_img/multicap-2024-06-20_17-02-50-000000.tiff,matador/label/multicap-2024-06-20_17-02-50-000000.txt,timber
multicap-2024-06-20_17-02-53-000000,matador/texture_img/multicap-2024-06-20_17-02-53-000000.tiff,matador/label/multicap-2024-06-20_17-02-53-000000.txt,tree_bark
multicap-2024-06-20_17-03-26-000000,matador/texture_img/multicap-2024-06-20_17-03-26-000000.tiff,matador/label/multicap-2024-06-20_17-03-26-000000.txt,paint
multicap-2024-06-20_17-03-46-000000,matador/texture_img/multicap-2024-06-20_17-03-46-000000.tiff,matador/label/multicap-2024-06-20_17-03-46-000000.txt,granite
multicap-2024-06-20_17-04-10-000000,matador/texture_img/multicap-2024-06-20_17-04-10-000000.tiff,matador/label/multicap-2024-06-20_17-04-10-000000.txt,dirt
multicap-2024-06-20_17-04-23-000000,matador/texture_img/multicap-2024-06-20_17-04-23-000000.tiff,matador/label/multicap-2024-06-20_17-04-23-000000.txt,tree_bark
multicap-2024-06-20_17-04-41-000000,matador/texture_img/multicap-2024-06-20_17-04-41-000000.tiff,matador/label/multicap-2024-06-20_17-04-41-000000.txt,granite
multicap-2024-06-20_17-06-38-000000,matador/texture_img/multicap-2024-06-20_17-06-38-000000.tiff,matador/label/multicap-2024-06-20_17-06-38-000000.txt,granite
multicap-2024-06-20_19-36-19-000000,matador/texture_img/multicap-2024-06-20_19-36-19-000000.tiff,matador/label/multicap-2024-06-20_19-36-19-000000.txt,cotton
multicap-2024-06-27_15-31-42-000000,matador/texture_img/multicap-2024-06-27_15-31-42-000000.tiff,matador/label/multicap-2024-06-27_15-31-42-000000.txt,nylon
multicap-2024-07-01_18-04-33-000000,matador/texture_img/multicap-2024-07-01_18-04-33-000000.tiff,matador/label/multicap-2024-07-01_18-04-33-000000.txt,steel
multicap-2024-07-01_18-05-49-000000,matador/texture_img/multicap-2024-07-01_18-05-49-000000.tiff,matador/label/multicap-2024-07-01_18-05-49-000000.txt,steel
multicap-2024-07-01_18-08-41-000000,matador/texture_img/multicap-2024-07-01_18-08-41-000000.tiff,matador/label/multicap-2024-07-01_18-08-41-000000.txt,granite
multicap-2024-07-01_18-10-22-000000,matador/texture_img/multicap-2024-07-01_18-10-22-000000.tiff,matador/label/multicap-2024-07-01_18-10-22-000000.txt,asphalt
multicap-2024-07-01_18-11-04-000000,matador/texture_img/multicap-2024-07-01_18-11-04-000000.tiff,matador/label/multicap-2024-07-01_18-11-04-000000.txt,limestone
multicap-2024-07-01_18-13-53-000000,matador/texture_img/multicap-2024-07-01_18-13-53-000000.tiff,matador/label/multicap-2024-07-01_18-13-53-000000.txt,marble
multicap-2024-07-01_19-23-54-000000,matador/texture_img/multicap-2024-07-01_19-23-54-000000.tiff,matador/label/multicap-2024-07-01_19-23-54-000000.txt,plaster
multicap-2024-07-01_19-24-38-000000,matador/texture_img/multicap-2024-07-01_19-24-38-000000.tiff,matador/label/multicap-2024-07-01_19-24-38-000000.txt,nylon
multicap-2024-07-01_19-25-21-000000,matador/texture_img/multicap-2024-07-01_19-25-21-000000.tiff,matador/label/multicap-2024-07-01_19-25-21-000000.txt,steel
multicap-2024-07-01_19-25-54-000000,matador/texture_img/multicap-2024-07-01_19-25-54-000000.tiff,matador/label/multicap-2024-07-01_19-25-54-000000.txt,marble
multicap-2024-07-01_19-27-14-000000,matador/texture_img/multicap-2024-07-01_19-27-14-000000.tiff,matador/label/multicap-2024-07-01_19-27-14-000000.txt,asphalt
multicap-2024-07-01_19-28-35-000000,matador/texture_img/multicap-2024-07-01_19-28-35-000000.tiff,matador/label/multicap-2024-07-01_19-28-35-000000.txt,ivy
multicap-2024-07-01_19-30-29-000000,matador/texture_img/multicap-2024-07-01_19-30-29-000000.tiff,matador/label/multicap-2024-07-01_19-30-29-000000.txt,iron
multicap-2024-07-01_19-31-46-000000,matador/texture_img/multicap-2024-07-01_19-31-46-000000.tiff,matador/label/multicap-2024-07-01_19-31-46-000000.txt,foliage
multicap-2024-07-01_19-32-29-000000,matador/texture_img/multicap-2024-07-01_19-32-29-000000.tiff,matador/label/multicap-2024-07-01_19-32-29-000000.txt,soil
multicap-2024-07-01_19-33-40-000000,matador/texture_img/multicap-2024-07-01_19-33-40-000000.tiff,matador/label/multicap-2024-07-01_19-33-40-000000.txt,tree_bark
multicap-2024-07-01_19-34-44-000000,matador/texture_img/multicap-2024-07-01_19-34-44-000000.tiff,matador/label/multicap-2024-07-01_19-34-44-000000.txt,shrub
multicap-2024-07-01_19-35-03-000000,matador/texture_img/multicap-2024-07-01_19-35-03-000000.tiff,matador/label/multicap-2024-07-01_19-35-03-000000.txt,concrete
multicap-2024-07-01_19-37-43-000000,matador/texture_img/multicap-2024-07-01_19-37-43-000000.tiff,matador/label/multicap-2024-07-01_19-37-43-000000.txt,tree_bark
multicap-2024-07-01_19-39-13-000000,matador/texture_img/multicap-2024-07-01_19-39-13-000000.tiff,matador/label/multicap-2024-07-01_19-39-13-000000.txt,dirt
multicap-2024-07-01_19-54-52-000000,matador/texture_img/multicap-2024-07-01_19-54-52-000000.tiff,matador/label/multicap-2024-07-01_19-54-52-000000.txt,asphalt
multicap-2024-07-02_13-05-47-000000,matador/texture_img/multicap-2024-07-02_13-05-47-000000.tiff,matador/label/multicap-2024-07-02_13-05-47-000000.txt,granite
multicap-2024-07-02_13-06-14-000000,matador/texture_img/multicap-2024-07-02_13-06-14-000000.tiff,matador/label/multicap-2024-07-02_13-06-14-000000.txt,leather
multicap-2024-07-02_19-25-43-000000,matador/texture_img/multicap-2024-07-02_19-25-43-000000.tiff,matador/label/multicap-2024-07-02_19-25-43-000000.txt,timber
multicap-2024-07-05_14-11-22-000000,matador/texture_img/multicap-2024-07-05_14-11-22-000000.tiff,matador/label/multicap-2024-07-05_14-11-22-000000.txt,carpet
multicap-2024-07-08_08-56-54-000000,matador/texture_img/multicap-2024-07-08_08-56-54-000000.tiff,matador/label/multicap-2024-07-08_08-56-54-000000.txt,granite
multicap-2024-07-08_08-57-30-000000,matador/texture_img/multicap-2024-07-08_08-57-30-000000.tiff,matador/label/multicap-2024-07-08_08-57-30-000000.txt,marble
multicap-2024-07-08_09-02-21-000000,matador/texture_img/multicap-2024-07-08_09-02-21-000000.tiff,matador/label/multicap-2024-07-08_09-02-21-000000.txt,marble
multicap-2024-07-08_09-03-21-000000,matador/texture_img/multicap-2024-07-08_09-03-21-000000.tiff,matador/label/multicap-2024-07-08_09-03-21-000000.txt,granite
multicap-2024-07-08_09-03-53-000000,matador/texture_img/multicap-2024-07-08_09-03-53-000000.tiff,matador/label/multicap-2024-07-08_09-03-53-000000.txt,granite
multicap-2024-07-08_09-04-47-000000,matador/texture_img/multicap-2024-07-08_09-04-47-000000.tiff,matador/label/multicap-2024-07-08_09-04-47-000000.txt,marble
multicap-2024-07-08_09-05-20-000000,matador/texture_img/multicap-2024-07-08_09-05-20-000000.tiff,matador/label/multicap-2024-07-08_09-05-20-000000.txt,marble
multicap-2024-07-08_09-05-58-000000,matador/texture_img/multicap-2024-07-08_09-05-58-000000.tiff,matador/label/multicap-2024-07-08_09-05-58-000000.txt,marble
multicap-2024-07-08_09-06-25-000000,matador/texture_img/multicap-2024-07-08_09-06-25-000000.tiff,matador/label/multicap-2024-07-08_09-06-25-000000.txt,granite
multicap-2024-07-08_09-07-03-000000,matador/texture_img/multicap-2024-07-08_09-07-03-000000.tiff,matador/label/multicap-2024-07-08_09-07-03-000000.txt,marble
multicap-2024-07-08_09-07-40-000000,matador/texture_img/multicap-2024-07-08_09-07-40-000000.tiff,matador/label/multicap-2024-07-08_09-07-40-000000.txt,marble
multicap-2024-07-08_09-09-14-000000,matador/texture_img/multicap-2024-07-08_09-09-14-000000.tiff,matador/label/multicap-2024-07-08_09-09-14-000000.txt,marble
multicap-2024-07-08_09-10-00-000000,matador/texture_img/multicap-2024-07-08_09-10-00-000000.tiff,matador/label/multicap-2024-07-08_09-10-00-000000.txt,granite
multicap-2024-07-08_09-10-50-000000,matador/texture_img/multicap-2024-07-08_09-10-50-000000.tiff,matador/label/multicap-2024-07-08_09-10-50-000000.txt,marble
multicap-2024-07-08_09-11-24-000000,matador/texture_img/multicap-2024-07-08_09-11-24-000000.tiff,matador/label/multicap-2024-07-08_09-11-24-000000.txt,marble
multicap-2024-07-08_09-12-36-000000,matador/texture_img/multicap-2024-07-08_09-12-36-000000.tiff,matador/label/multicap-2024-07-08_09-12-36-000000.txt,marble
multicap-2024-07-08_09-13-29-000000,matador/texture_img/multicap-2024-07-08_09-13-29-000000.tiff,matador/label/multicap-2024-07-08_09-13-29-000000.txt,marble
